id,original_language,popularity,release_date,title,vote_average,vote_count
1680,ja,13.878,11-08-1962,King Kong vs. Godzilla,6.7,233
116776,ja,24.182,09-07-1988,Dragon Ball: Mystical Adventure,6.7,201
63578,en,7.773,24-04-2011,The Trip,6.7,248
22798,en,11.682,09-04-2009,Whip It,6.7,909
823766,en,121.593,02-11-2022,The Wonder,6.7,254
299582,en,6.996,21-11-2014,A Royal Christmas,6.7,220
11541,en,9.865,17-12-1982,The Year of Living Dangerously,6.7,253
9411,en,16.527,16-01-1998,Fallen,6.7,1125
8536,en,22.26,04-12-1980,Superman II,6.7,1918
1870,fr,8.24,08-12-1965,Fantomas Unleashed,6.7,413
36647,en,34.604,21-08-1998,Blade,6.7,5034
10846,it,8.735,14-10-2005,The Tiger and the Snow,6.7,434
8292,en,17.468,11-08-2005,Four Brothers,6.7,1751
21683,en,15.796,21-10-2003,Batman: Mystery of the Batwoman,6.7,318
17467,cn,15.335,05-10-1991,Riki-Oh: The Story of Ricky,6.7,230
16121,en,8.107,22-01-1980,The Big Red One,6.7,234
616651,en,25.369,29-07-2021,Stillwater,6.7,805
43645,it,7.703,01-07-1988,The Little Devil,6.7,359
458576,en,81.925,03-12-2020,Monster Hunter,6.7,2747
244506,en,19.132,17-10-2014,Camp X-Ray,6.7,894
74465,en,15.372,08-12-2011,We Bought a Zoo,6.7,2343
49367,pt,7.588,19-08-2005,Two Sons of Francisco,6.7,333
13971,en,23.376,15-08-2008,Wild Child,6.7,1665
11507,en,19.732,25-10-1984,Body Double,6.7,585
655187,eu,9.114,02-10-2020,Coven,6.7,244
474335,en,16.947,27-06-2018,Uncle Drew,6.7,466
376570,en,18.094,12-03-2016,Hush,6.7,4042
267463,en,8.222,06-09-2014,The 10 Year Plan,6.7,269
105864,en,54.603,14-11-2015,The Good Dinosaur,6.7,4825
13509,en,10.086,14-08-1987,The Monster Squad,6.7,466
11780,en,14.347,13-04-1995,Rob Roy,6.7,522
11497,en,21.71,17-11-1989,All Dogs Go to Heaven,6.7,862
10045,fr,15.969,09-11-2004,District B13,6.7,1566
496,en,14.747,01-11-2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.7,4575
649394,en,14.308,21-07-2021,Worth,6.7,228
500682,en,15.014,15-03-2019,The Highwaymen,6.7,1698
10897,en,21.251,05-08-1994,The Little Rascals,6.7,1004
10364,en,8.933,24-06-1970,Catch-22,6.7,238
9100,en,21.21,03-05-1996,The Craft,6.7,1534
8348,en,15.656,23-05-1974,Thunderbolt and Lightfoot,6.7,416
522931,en,74.331,14-06-2021,Hitman's Wife's Bodyguard,6.7,1692
11974,en,14.021,17-02-1989,The 'Burbs,6.7,987
9031,it,11.613,30-11-1979,I'm for the Hippopotamus,6.7,406
774825,en,142.254,28-01-2022,The Ice Age Adventures of Buck Wild,6.7,1391
444090,no,21.329,29-09-2017,The Ash Lad: In the Hall of the Mountain King,6.7,240
116979,en,8.314,02-10-2012,Chained,6.7,371
9749,en,9.944,31-05-1985,Fletch,6.7,542
9326,en,16.886,30-03-1984,Romancing the Stone,6.7,1508
597094,ja,7.771,31-05-2019,First Love,6.7,229
426249,en,9.426,20-09-2018,Lords of Chaos,6.7,335
57112,it,5.265,15-12-2004,Tu la conosci Claudia?,6.7,924
36568,en,10.927,17-04-1998,Paulie,6.7,381
13685,en,8.888,21-02-1996,Bottle Rocket,6.7,868
3573,en,13.151,02-08-1996,Emma,6.7,513
14635,en,17.067,25-03-2002,The Rookie,6.7,361
13312,fr,11.278,13-06-2007,Inside,6.7,642
11185,en,14.319,12-05-1989,"See No Evil, Hear No Evil",6.7,802
7443,en,38.408,21-06-2000,Chicken Run,6.7,4184
608654,en,11.264,04-09-2019,The Banana Splits Movie,6.7,203
360605,en,11.331,10-12-2015,Invisible Sister,6.7,265
254375,en,9.115,14-08-2014,Hector and the Search for Happiness,6.7,734
37233,en,17.97,30-06-1993,The Firm,6.7,1658
29917,en,15.397,19-06-2009,Exam,6.7,1716
17894,en,13.219,07-02-1997,The Beautician and the Beast,6.7,298
15171,en,11.149,01-03-1973,Charlotte's Web,6.7,315
4912,en,11.159,31-12-2002,Confessions of a Dangerous Mind,6.7,967
13258,en,11.597,22-01-2007,Son of Rambow,6.7,376
269650,ja,6.833,28-05-2014,Appleseed Alpha,6.7,305
207686,es,9.882,21-06-2013,The House at the End of Time,6.7,256
13667,en,9.311,11-10-1985,Better Off Dead...,6.7,392
257,en,17.151,23-09-2005,Oliver Twist,6.7,1028
276844,en,10.327,13-06-2014,The Little Death,6.7,410
245698,en,11.365,16-09-2015,Pawn Sacrifice,6.7,784
14181,en,13.734,18-02-2000,Boiler Room,6.7,545
776797,zh,36.411,22-01-2021,The Sadness,6.7,417
74513,fr,30.066,02-11-2011,Special Forces,6.7,467
11259,en,16.756,22-05-1992,Far and Away,6.7,1022
7985,en,15.38,01-03-2006,Penelope,6.7,1250
4978,en,11.794,21-11-1986,An American Tail,6.7,1136
790142,en,22.294,20-01-2022,The Royal Treatment,6.7,645
660833,en,8.144,12-11-2021,Multiverse,6.7,250
619297,en,40.845,18-08-2021,Sweet Girl,6.7,997
459992,en,16.942,02-05-2019,Long Shot,6.7,2272
294254,en,49.166,09-09-2015,Maze Runner: The Scorch Trials,6.7,9173
37606,en,10.111,17-11-1989,Valmont,6.7,215
31135,en,10.711,27-09-1947,Mickey and the Beanstalk,6.7,230
8871,en,181.058,15-11-2000,How the Grinch Stole Christmas,6.7,6186
8835,en,29.311,13-07-2001,Legally Blonde,6.7,3304
632357,en,55.785,31-03-2021,The Unholy,6.7,1758
517116,en,28.031,13-09-2019,Haunt,6.7,914
45610,en,30.571,23-09-2011,Machine Gun Preacher,6.7,866
8355,en,53.159,26-06-2009,Ice Age: Dawn of the Dinosaurs,6.7,7203
499701,en,28.232,08-08-2019,Dora and the Lost City of Gold,6.7,1461
399170,en,16.277,17-08-2017,Logan Lucky,6.7,3016
82703,en,30.665,07-02-2014,Mr. Peabody & Sherman,6.7,2076
543343,en,9.523,13-04-2019,Guava Island,6.7,276
16367,en,9.976,30-08-2005,Kinky Boots,6.7,291
443009,en,9.095,04-04-2018,"Don't Worry, He Won't Get Far on Foot",6.7,571
15674,en,9.97,07-04-1996,Sabrina the Teenage Witch,6.7,281
9919,en,18.298,07-02-2003,How to Lose a Guy in 10 Days,6.7,3214
1552,en,10.983,31-07-1989,Parenthood,6.7,521
107846,en,23.278,09-10-2013,Escape Plan,6.7,4501
57737,en,26.966,01-03-2011,Barbie: A Fairy Secret,6.7,402
14392,zh,14.275,12-12-2007,The Warlords,6.7,249
11307,en,9.014,13-08-1982,The World According to Garp,6.7,260
11235,en,8.703,17-02-1983,Local Hero,6.7,265
11009,en,18.414,16-12-1977,Saturday Night Fever,6.7,1619
8967,en,13.511,17-05-2011,The Tree of Life,6.7,2678
6435,en,14.117,16-10-1998,Practical Magic,6.7,1234
397243,en,28.008,21-12-2016,The Autopsy of Jane Doe,6.7,3470
13676,en,2.808,25-08-2008,The Little Mermaid: Ariel's Beginning,6.7,852
752623,en,158.794,24-03-2022,The Lost City,6.7,2271
13691,en,15.801,16-03-2003,Piglet's Big Movie,6.7,290
515195,en,19.652,27-06-2019,Yesterday,6.7,3326
484510,en,24.798,01-11-2017,Trolls Holiday,6.7,416
402529,en,15.973,12-06-2017,All Eyez on Me,6.7,1061
53957,it,6.017,13-03-2009,La matassa,6.7,429
38050,en,18.551,03-03-2011,The Adjustment Bureau,6.7,3935
11880,en,16.584,10-05-2002,Dog Soldiers,6.7,687
9367,es,13.762,04-09-1992,El Mariachi,6.7,922
463858,fr,12.864,12-09-2018,The Freshmen,6.7,621
454527,fr,27.231,09-07-2021,Benedetta,6.7,690
381719,en,19.858,07-02-2018,Peter Rabbit,6.7,1500
82520,en,6.687,10-02-2011,Return,6.7,533
46655,fr,8.635,22-03-1968,The Little Bather,6.7,290
28942,en,9.585,25-05-1979,The Brood,6.7,556
28176,en,11.315,12-08-1988,Tucker: The Man and His Dream,6.7,306
11838,ja,14.718,18-10-2002,Ju-on: The Grudge,6.7,630
9960,en,12.935,13-08-1963,Lord of the Flies,6.7,434
2179,en,17.28,22-11-2006,Tenacious D in The Pick of Destiny,6.7,1323
618162,en,34.697,22-10-2021,The Harder They Fall,6.7,814
511322,en,10.957,08-11-2019,The Good Liar,6.7,913
390669,it,5.039,31-03-2016,One Kiss,6.7,264
316152,en,14.494,24-06-2016,Free State of Jones,6.7,1290
254578,de,7.679,25-09-2014,Phoenix,6.7,349
10399,en,11.909,12-11-1999,Mansfield Park,6.7,269
10096,en,25.464,13-04-2004,13 Going on 30,6.7,4423
3784,en,10.749,11-10-1991,Frankie and Johnny,6.7,454
667869,it,9.199,03-11-2020,The Life Ahead,6.7,491
646385,en,101.648,12-01-2022,Scream,6.7,1883
374458,ro,8.586,20-05-2016,Graduation,6.7,235
48415,it,9.62,01-10-2010,Welcome to the South,6.7,1668
44718,en,10.928,21-09-2009,Get Low,6.7,235
4271,fr,6.986,03-02-1988,Life Is a Long Quiet River,6.7,356
2925,en,12.603,20-09-1996,The First Wives Club,6.7,649
209263,en,10.449,18-09-2013,Enough Said,6.7,688
39104,ja,53.77,11-07-1992,Dragon Ball Z: Super Android 13!,6.7,421
429473,en,223.792,23-09-2022,Lou,6.7,381
18198,en,25.392,26-02-2008,Barbie Mariposa,6.7,425
12233,en,22.498,18-11-1988,Oliver & Company,6.7,1350
9819,en,10.791,18-12-1996,Marvin's Room,6.7,520
38199,en,14.748,14-06-2010,Unthinkable,6.7,992
13640,en,29.23,18-09-2007,Superman: Doomsday,6.7,509
347866,en,14.78,26-07-2018,Hot Summer Nights,6.7,600
212716,en,15.829,07-09-2013,What If,6.7,1747
4517,en,12.445,09-09-2007,Elizabeth: The Golden Age,6.7,1064
858,en,16.163,24-06-1993,Sleepless in Seattle,6.7,1933
591,en,24.353,17-05-2006,The Da Vinci Code,6.7,8156
462883,en,32.885,05-10-2017,Woody Woodpecker,6.7,603
12508,en,15.31,04-09-2001,Rock Star,6.7,622
10729,en,25.11,13-07-1990,Quick Change,6.7,288
10591,en,38.418,09-04-2004,The Girl Next Door,6.7,2903
8736,fr,6.221,21-06-2006,Dikkenek,6.7,587
8699,en,17.286,28-06-2004,Anchorman: The Legend of Ron Burgundy,6.7,3579
1701,en,38.317,05-06-1997,Con Air,6.7,3469
976720,en,93.863,17-08-2022,Vesper,6.7,208
658751,de,13.647,17-04-2020,Rising High,6.7,244
347026,en,9.175,25-11-2016,A United Kingdom,6.7,460
283350,en,14.781,04-09-2014,Before We Go,6.7,1592
185567,en,11.15,04-12-2013,Zulu,6.7,419
9318,fr,12.787,03-12-1986,Asterix in Britain,6.7,548
542830,fr,6.792,01-05-2019,Little White Lies 2,6.7,631
504562,en,13.312,31-10-2019,Motherless Brooklyn,6.7,1213
301351,en,21.174,26-08-2015,We Are Your Friends,6.7,2075
15854,en,19.241,08-11-2008,Kung Fu Panda: Secrets of the Furious Five,6.7,342
532953,en,8.696,18-01-2019,Purl,6.7,237
529106,ru,48.322,01-04-2021,Major Grom: Plague Doctor,6.7,474
458594,en,20.691,06-09-2018,Peppermint,6.7,1759
27585,en,15.206,16-12-2010,Rabbit Hole,6.7,496
18095,ja,59.12,26-03-1997,Dragon Ball GT: A Hero's Legacy,6.7,259
913,en,16.551,06-08-1999,The Thomas Crown Affair,6.7,970
617502,en,76.441,15-07-2021,Jolt,6.7,998
496967,fr,8.383,02-10-2019,Atlantics,6.7,209
392044,en,28.8,03-11-2017,Murder on the Orient Express,6.7,8715
51980,fr,10.875,29-09-1993,Germinal,6.7,257
30163,fr,7.326,17-12-1986,Fugitives,6.7,306
16241,en,8.956,05-10-1978,The Boys from Brazil,6.7,316
14553,en,12.081,29-03-1996,Stealing Beauty,6.7,454
13763,en,10.363,27-07-1984,Purple Rain,6.7,296
11302,en,9.367,28-04-1971,Bananas,6.7,586
823855,en,14.597,14-05-2021,I Am All Girls,6.7,232
493551,en,10.393,29-08-2018,Operation Finale,6.7,801
471474,en,15.497,12-01-2018,Batman: Gotham by Gaslight,6.7,584
424783,en,56.342,15-12-2018,Bumblebee,6.7,5199
46195,en,57.718,03-04-2011,Rio,6.7,5773
549,en,7.724,09-08-1996,Basquiat,6.7,242
298,en,18.365,06-06-2007,Ocean's Thirteen,6.7,5492
618219,ar,9.023,04-09-2019,Mosul,6.7,218
455980,en,20.357,30-05-2018,Tag,6.7,2670
438799,en,21.124,01-11-2018,Overlord,6.7,2435
337167,en,79.019,17-01-2018,Fifty Shades Freed,6.7,7100
35554,it,6.235,27-11-2009,Cado dalle nubi,6.7,1508
14611,en,16.653,08-08-2006,Ultimate Avengers 2: Rise of the Panther,6.7,240
13820,en,10.554,20-02-1984,Repo Man,6.7,471
9519,en,10.696,21-06-2000,Chopper,6.7,280
956,en,32.31,03-05-2006,Mission: Impossible III,6.7,5632
278236,en,13.688,13-03-2014,X+Y,6.7,489
12651,en,9.285,07-09-1990,Memphis Belle,6.7,303
10744,en,8.926,26-11-2003,The Cooler,6.7,281
616037,en,442.395,06-07-2022,Thor: Love and Thunder,6.7,4811
597891,en,29.323,10-09-2021,Kate,6.7,1165
200505,en,8.492,11-04-2014,Draft Day,6.7,783
22307,en,7.762,26-03-1973,Sisters,6.7,285
339419,en,10.686,04-11-2016,Loving,6.7,828
72432,en,7.729,23-09-2011,Puncture,6.7,323
62630,en,14.088,11-02-2011,The Devil's Double,6.7,474
17332,en,11.259,24-04-2009,The Soloist,6.7,666
11542,en,14.755,25-12-1980,Altered States,6.7,520
9558,en,14.944,18-07-1990,King of New York,6.7,502
2669,en,8.544,04-05-1984,The Bounty,6.7,425
517839,sv,12.148,27-09-2018,Border,6.7,675
12609,da,17.204,06-10-2000,Help! I'm a Fish,6.7,332
12246,ru,17.722,20-09-2007,Mongol: The Rise of Genghis Khan,6.7,507
605,en,35.085,05-11-2003,The Matrix Revolutions,6.7,8481
568091,en,16.826,22-09-2019,Fractured,6.7,1949
509598,en,11.621,25-10-2019,Mr. Jones,6.7,269
504631,en,19.382,15-10-2019,Mermaid Down,6.7,236
7012,en,11.734,28-11-1983,The Day After,6.7,294
39514,en,22.733,13-10-2010,RED,6.7,5894
11967,en,14.173,17-02-1988,Young Guns,6.7,757
336882,no,30.305,28-08-2015,The Wave,6.7,1103
10731,en,14.445,20-07-1994,The Client,6.7,917
5255,en,118.234,10-11-2004,The Polar Express,6.7,5283
429662,en,7.061,03-03-2017,Viceroy's House,6.7,248
334522,en,9.703,15-02-2016,Alone in Berlin,6.7,334
47955,en,8.709,07-07-1982,White Dog,6.7,214
9659,en,33.467,12-04-1979,Mad Max,6.7,3595
943,en,21.25,15-05-1992,Lethal Weapon 3,6.7,2424
291081,en,7.334,28-02-2009,Red Riding: The Year of Our Lord 1974,6.7,208
39513,en,31.235,14-02-2011,Paul,6.7,4967
8872,en,17.541,14-02-1992,Wayne's World,6.7,1865
97,en,18.359,09-07-1982,Tron,6.7,1867
848058,vi,256.395,07-10-2022,Piggy,6.7,222
31608,en,12.452,27-01-1989,Three Fugitives,6.7,235
16395,it,10.256,07-02-1980,Inferno,6.7,476
8880,en,18.663,12-12-2008,Che: Part Two,6.7,525
2016,fr,8.662,27-09-2006,Days of Glory,6.7,317
768,en,23.908,08-02-2001,From Hell,6.7,2407
412656,en,30.925,24-02-2021,Chaos Walking,6.7,1907
55420,en,11.569,22-07-2011,Another Earth,6.7,1369
27431,it,9.864,12-02-1971,The Cat o' Nine Tails,6.7,335
11558,en,7.979,03-12-1976,Silver Streak,6.7,257
10873,en,9.43,15-05-2000,Shadow of the Vampire,6.7,468
494974,en,10.625,13-09-2018,Red Joan,6.7,302
384664,de,7.079,15-09-2016,Goodbye Berlin,6.7,234
340176,ja,11.353,11-05-2015,Tag,6.7,267
284303,de,18.032,07-10-2014,Goodnight Mommy,6.7,1322
46146,nb,71.848,29-10-2010,Troll Hunter,6.7,1328
16366,en,32.173,07-11-2000,Joseph: King of Dreams,6.7,832
581726,en,137.842,09-09-2021,Infinite,6.7,1262
262391,fr,14.666,16-04-2014,Serial (Bad) Weddings,6.7,3120
9599,en,17.725,05-08-1988,The Blob,6.7,686
310,en,37.963,23-05-2003,Bruce Almighty,6.7,9457
706972,en,34.107,22-01-2021,Narco Sub,6.7,246
599845,it,12.478,05-12-2019,The Immortal,6.7,412
484641,fr,33.625,19-06-2019,Anna,6.7,2210
353066,en,9.455,02-03-2018,The Vanishing of Sidney Hall,6.7,212
136799,en,44.211,13-10-2016,Trolls,6.7,3117
11371,en,16.345,13-07-2001,The Score,6.7,1368
10675,en,13.473,16-02-1988,Frantic,6.7,811
1909,en,10.732,12-10-1994,Don Juan DeMarco,6.7,639
585216,en,28.766,01-07-2021,Escape Room: Tournament of Champions,6.7,1392
313922,en,14.354,25-09-2015,Green Room,6.7,2312
190880,fr,5.852,20-11-2013,"Me, Myself and Mum",6.7,601
46138,en,9.135,11-09-2010,Made in Dagenham,6.7,248
11835,en,41.145,31-08-2007,Death Sentence,6.7,907
8328,en,21.545,14-02-2008,Step Up 2: The Streets,6.7,2033
6312,fr,17.768,31-01-2001,Brotherhood of the Wolf,6.7,1242
653744,en,9.116,28-01-2020,Sergio,6.7,283
13448,en,40.492,13-05-2009,Angels & Demons,6.7,6020
12684,en,12.845,08-01-1937,Sabotage,6.7,253
10510,en,28.525,18-11-1994,Miracle on 34th Street,6.7,835
8065,en,24.261,27-03-2008,21,6.7,4042
2897,en,13.895,17-10-1956,Around the World in Eighty Days,6.7,393
615667,en,11.886,25-11-2020,Ma Rainey's Black Bottom,6.7,962
448119,en,31.33,01-01-2020,Dolittle,6.7,3121
13061,en,14.816,06-11-2007,Your Friend the Rat,6.7,287
577242,fr,9.887,21-07-2021,Kaamelott: The First Chapter,6.7,559
340101,en,8.208,19-02-2017,Their Finest,6.7,357
201749,en,7.632,22-08-2013,Mr. Morgan's Last Love,6.7,230
65291,en,22.52,09-04-2011,Green Lantern: Emerald Knights,6.7,422
31642,en,8.819,24-12-1993,Heaven & Earth,6.7,204
12223,en,13.336,12-02-1975,The Stepford Wives,6.7,248
10464,en,8.661,12-08-1994,"Corrina, Corrina",6.7,379
7229,fr,11.552,22-10-2003,Ruby & Quentin,6.7,676
3989,en,10.652,10-10-2004,Team America: World Police,6.7,1558
760747,no,24.202,30-07-2021,The Trip,6.7,403
645710,en,27.896,25-08-2021,The Voyeurs,6.7,574
347626,en,25.304,27-08-2021,He's All That,6.7,1081
328425,en,14.816,31-07-2015,The Gift,6.7,2807
119675,en,8.887,26-05-2013,Behind the Candelabra,6.7,668
75802,en,11.215,06-06-2011,Hysteria,6.7,718
5175,en,40.919,03-08-2001,Rush Hour 2,6.7,3350
290864,cn,19.485,31-10-2014,Kung Fu Jungle,6.7,349
13851,en,17.199,08-07-2008,Batman: Gotham Knight,6.7,540
3064,en,11.261,10-03-1989,Chances Are,6.7,227
5486,it,8.848,08-09-1971,A Bay of Blood,6.7,302
4108,en,29.699,02-10-2002,The Transporter,6.7,4545
571891,ja,65.558,12-07-2019,Pokemon the Movie: Mewtwo Strikes Back - Evolution,6.7,409
450465,en,40.803,16-01-2019,Glass,6.7,7251
244772,en,8.112,05-06-2014,The Skeleton Twins,6.7,558
454458,en,20.217,01-05-2019,UglyDolls,6.7,375
405177,en,9.989,16-08-2019,"Where'd You Go, Bernadette",6.7,536
250235,it,5.567,23-01-2014,Tutta colpa di Freud,6.7,960
209361,en,10.194,09-09-2013,One Chance,6.7,242
10264,en,10.974,19-12-1990,Hamlet,6.7,352
2001,en,10.709,09-10-2007,We Own the Night,6.7,1132
1936,en,13.099,30-04-1954,River of No Return,6.7,347
772,en,125.836,19-11-1992,Home Alone 2: Lost in New York,6.7,8058
46420,en,12.471,13-09-2009,The Loved Ones,6.7,613
10183,en,9.222,26-03-2008,Frozen River,6.7,255
950,en,58.549,29-03-2006,Ice Age: The Meltdown,6.7,8583
435126,es,8.528,01-12-2017,Perfect Strangers,6.7,582
353070,en,20.222,06-04-2017,Going in Style,6.7,2414
325173,en,7.859,11-12-2015,Close Range,6.7,257
15300,en,9.091,10-04-1992,Newsies,6.7,216
401200,en,11.347,07-11-2018,Kursk,6.7,470
375183,en,11.721,18-05-2017,A Family Man,6.7,443
135397,en,69.523,06-06-2015,Jurassic World,6.7,18610
75900,en,14.2,23-11-2011,My Week with Marilyn,6.7,1143
44251,ja,55.419,12-03-1994,Dragon Ball Z: Broly – Second Coming,6.7,544
10855,cn,3.724,15-11-2002,Naked Weapon,6.7,279
9283,en,7.542,09-02-1996,Beautiful Girls,6.7,296
9044,en,15.785,07-04-2006,Tristan & Isolde,6.7,704
513045,en,16.244,11-07-2019,Stuber,6.7,1092
9869,en,14.37,04-06-1992,Patriot Games,6.7,1331
390056,en,10.466,15-09-2017,Rebel in the Rye,6.7,204
315664,en,9.89,06-05-2016,Florence Foster Jenkins,6.7,1317
11322,en,35.032,01-07-2009,Public Enemies,6.7,3878
9726,en,16.472,09-09-2006,A Good Year,6.7,1278
8349,de,11.683,29-03-2008,The Red Baron,6.7,210
1930,en,72.135,23-06-2012,The Amazing Spider-Man,6.7,15442
77499,en,22.75,03-11-2011,Barbie: A Perfect Christmas,6.7,254
44683,en,26.963,29-07-2010,Tinker Bell and the Great Fairy Rescue,6.7,755
17609,en,23.824,20-05-2009,Antichrist,6.7,2165
12227,en,17.487,18-01-1991,White Fang,6.7,505
10629,en,8.835,11-07-2003,Veronica Guerin,6.7,245
9781,en,12.645,13-08-1999,Detroit Rock City,6.7,327
9763,en,22.877,29-09-2005,Goal!,6.7,918
8271,en,21.254,12-04-2007,Disturbia,6.7,3054
547565,en,18.458,15-07-2021,The Night House,6.7,774
546630,de,8.661,06-12-2018,100 Things,6.7,228
454619,en,20.916,13-04-2018,Overboard,6.7,1217
223485,en,9.518,15-05-2015,Slow West,6.7,862
27995,en,6.634,08-08-1986,She's Gotta Have It,6.7,254
24803,en,16.57,06-08-2009,Julie & Julia,6.7,1830
790,en,17.037,08-02-1980,The Fog,6.7,1198
505948,en,13.955,07-06-2019,I Am Mother,6.7,2165
262789,it,5.771,03-04-2014,Ti ricordi di me?,6.7,232
25189,en,7.04,15-11-1996,The Mirror Has Two Faces,6.7,265
11340,it,11.604,24-03-1982,Banana Joe,6.7,399
8669,en,10.255,01-05-2007,Charlie Bartlett,6.7,543
787,en,27.286,07-06-2005,Mr. & Mrs. Smith,6.7,8979
454467,en,39.57,12-11-2019,Noelle,6.7,501
373571,en,63.605,29-05-2019,Godzilla: King of the Monsters,6.7,5081
177699,en,7.849,24-07-2013,Alan Partridge: Alpha Papa,6.7,375
14370,en,9.827,07-08-1985,Real Genius,6.7,338
474331,fr,6.325,04-07-2018,Keep an Eye Out,6.7,495
416186,fr,10.458,24-06-2017,Godard Mon Amour,6.7,300
280217,en,25.156,06-02-2019,The Lego Movie 2: The Second Part,6.7,1796
170687,en,21.516,10-09-2014,The Boxtrolls,6.7,1468
34942,en,10.995,14-04-2004,Balto III: Wings of Change,6.7,289
635731,en,19.638,16-07-2021,Pig,6.7,912
468362,en,8.132,15-05-2018,The Angel,6.7,249
339095,en,13.259,05-06-2020,The Last Days of American Crime,6.7,759
9739,en,20.857,08-10-1993,Demolition Man,6.7,3069
1597,en,22.784,06-10-2000,Meet the Parents,6.7,5183
329996,en,20.152,27-03-2019,Dumbo,6.7,3886
25095,en,14.232,16-10-1992,Wuthering Heights,6.7,229
10072,en,12.092,27-02-1987,A Nightmare on Elm Street 3: Dream Warriors,6.7,1414
541660,it,6.9,13-09-2018,Loro,6.7,231
166076,en,17.11,23-04-2013,Superman: Unbound,6.7,327
11622,en,17.185,12-02-1999,Blast from the Past,6.7,860
10133,en,11.621,01-10-2002,Cypher,6.7,463
3021,en,23.024,22-06-2007,1408,6.7,3637
1389,en,12.708,26-06-1998,Out of Sight,6.7,1036
619,en,25.404,25-11-1992,The Bodyguard,6.7,2445
91586,en,33.668,12-09-2013,Insidious: Chapter 2,6.7,3582
13804,en,10.341,02-04-2009,Fast & Furious,6.7,6184
11130,en,27.902,06-08-2004,The Princess Diaries 2: Royal Engagement,6.7,2857
10316,en,13.18,24-09-2011,The Ides of March,6.7,2133
1364,es,25.305,24-08-2001,Sex and Lucía,6.7,435
629017,en,27.601,10-09-2020,Run Hide Fight,6.7,304
406994,en,14.003,06-10-2017,Better Watch Out,6.7,1202
236751,en,22.045,16-04-2014,Heaven Is for Real,6.7,654
227719,en,31.12,28-01-2015,Project Almanac,6.7,2218
11548,en,14.374,18-12-1987,*batteries not included,6.7,572
2976,en,13.036,19-07-2007,Hairspray,6.7,2253
445793,it,5.826,13-04-2017,Husband & Wife,6.7,306
273153,fr,10.598,19-08-2015,Summertime,6.7,291
4349,en,13.311,22-08-2007,The Kingdom,6.7,1354
3595,en,13.086,08-11-1996,Ransom,6.7,1545
150,en,17.361,07-12-1982,48 Hrs.,6.7,1199
492452,en,11.85,05-12-2018,Ben Is Back,6.7,815
209185,en,10.192,30-05-2014,The Grand Seduction,6.7,257
10585,en,54.812,09-11-1988,Child's Play,6.7,2393
575776,en,14.69,09-10-2020,Saint Maud,6.7,492
337674,fr,15.391,25-05-2016,Elle,6.7,1602
245916,en,12.141,09-10-2014,Kill the Messenger,6.7,739
124157,ko,12.93,25-07-2012,The Thieves,6.7,240
25389,en,7.986,29-01-1993,Matinee,6.7,222
11601,en,11.554,10-09-1999,Stir of Echoes,6.7,999
11566,en,10.336,07-05-1993,Dave,6.7,621
8265,fr,13.028,20-02-2008,Welcome to the Sticks,6.7,2154
87492,en,11.8,14-11-2014,Foxcatcher,6.7,2024
287,en,14.824,15-06-1988,Bull Durham,6.7,471
758724,en,60.67,25-03-2022,The Cellar,6.7,316
727293,en,14.887,17-12-2021,The Tender Bar,6.7,383
418879,en,12.269,01-02-2018,The Current War,6.7,881
401513,ru,14.846,26-01-2017,Attraction,6.7,665
321751,en,10.925,28-08-2015,A Perfect Day,6.7,554
238636,en,37.996,17-07-2014,The Purge: Anarchy,6.7,5756
236737,es,10.594,14-03-2014,Spanish Affair,6.7,557
232175,en,9.142,17-10-2013,Gimme Shelter,6.7,218
50546,en,57.6,10-02-2011,Just Go with It,6.7,4899
41663,it,6.18,13-11-1980,Fantozzi Against the Wind,6.7,467
28696,en,13.349,30-12-1953,The Wild One,6.7,240
23439,en,6.864,22-06-1960,House of Usher,6.7,225
7453,en,17.548,28-04-2005,The Hitchhiker's Guide to the Galaxy,6.7,3372
35052,en,12.593,04-12-2009,Cracks,6.7,327
24767,en,10.369,14-01-1994,Iron Will,6.7,226
24016,en,7.695,24-10-1990,The Sheltering Sky,6.7,214
12509,en,8.6,06-09-2000,Pollock,6.7,254
11583,en,12.154,14-12-1978,The First Great Train Robbery,6.7,284
2675,en,14.263,02-08-2002,Signs,6.7,4787
244539,en,13.455,18-01-2014,Infinitely Polar Bear,6.7,331
11443,en,9.634,06-10-1995,Dead Presidents,6.7,228
11184,en,10.571,04-09-2004,Kinsey,6.7,374
7191,en,29.422,15-01-2008,Cloverfield,6.7,6147
555850,en,12.07,02-11-2018,The Holiday Calendar,6.7,951
382595,fr,9.37,11-01-2017,Dalida,6.7,222
81440,en,13.543,08-12-2011,"Good Luck Charlie, It's Christmas!",6.7,365
52744,en,12.119,21-11-1984,Falling in Love,6.7,287
14197,en,11.012,26-05-2008,My Sassy Girl,6.7,309
9588,en,8.097,17-10-1990,Quigley Down Under,6.7,300
9297,en,35.603,30-06-2006,Monster House,6.7,3369
1887,en,19.238,24-05-2006,Marie Antoinette,6.7,2302
256274,en,30.468,14-08-2014,"As Above, So Below",6.7,2821
50544,en,32.494,21-07-2011,Friends with Benefits,6.7,7050
15356,en,13.497,19-07-2007,The Girl Next Door,6.7,569
